CustomerID,recency,freq,monetary
13704.0,368,134,2308.06
13705.0,366,28,711.86
13706.0,71,20,330.79
13707.0,106,48,806.41
13708.0,102,51,296.88
13709.0,370,336,6328.05
13710.0,342,8,180.48
13711.0,155,13,252.06
13712.0,127,10,228.84
13715.0,92,105,1079.34
13716.0,104,21,138.28
13717.0,341,102,1445.01
13718.0,127,12,306.55
13719.0,358,60,1041.68
13720.0,257,43,799.9
13721.0,337,28,524.14
13722.0,242,85,2375.41
13723.0,156,6,199.85000000000002
13725.0,324,104,1980.56
13726.0,335,42,1079.6599999999999
13727.0,345,20,333.48
13728.0,337,63,1016.14
13730.0,238,43,752.6
13731.0,154,38,610.59
13732.0,345,33,491.86
13735.0,349,196,2885.2400000000002
13736.0,368,191,731.9
13737.0,173,30,339.59999999999997
13739.0,355,3,216.9
13740.0,133,23,350.75
13741.0,302,34,668.4300000000001
13742.0,357,321,3131.02
13743.0,371,41,1341.6
13744.0,278,72,1156.36
13745.0,211,25,300.04
13747.0,0,1,79.6
13748.0,278,28,948.25
13750.0,320,24,1647.26
13751.0,85,9,296.25
13752.0,249,76,1186.28
13753.0,86,35,741.26
13754.0,222,12,282.59999999999997
13755.0,370,342,2161.35
13756.0,371,142,5189.52
13758.0,362,117,3190.55
13759.0,340,25,659.4100000000001
13760.0,319,57,286.79
13761.0,323,70,1070.65
13762.0,155,7,306.72
13763.0,310,15,1714.96
13764.0,303,208,1521.76
13767.0,371,368,17220.36
13769.0,371,135,2796.51
13771.0,309,119,2634.45
13772.0,340,177,1132.13
13774.0,292,22,345.0
13777.0,373,197,25977.16
13778.0,270,9,178.7
13780.0,366,57,360.01
13781.0,123,17,127.84
13782.0,361,115,912.0
13784.0,364,31,2462.79
13786.0,6,7,230.39999999999998
13787.0,298,31,309.04
13790.0,369,45,348.8
13791.0,246,11,1516.0
13792.0,307,13,195.55
13798.0,372,349,37153.85
13799.0,257,39,688.86
13800.0,64,33,558.32
13801.0,307,23,324.8
13802.0,235,60,4599.42
13803.0,118,17,277.07
13804.0,343,137,2635.79
13805.0,321,13,924.6
13806.0,310,10,256.38
13807.0,6,7,112.6
13808.0,368,76,1747.66
13809.0,68,12,155.05
13810.0,345,35,1499.01
13811.0,190,13,814.5
13812.0,331,36,539.0
13813.0,334,69,1366.8600000000001
13814.0,281,57,1579.12
13815.0,351,176,4027.36
13816.0,350,28,571.6700000000001
13817.0,344,24,382.98
13819.0,72,36,1140.35
13821.0,229,59,385.64
13822.0,368,96,632.0
13823.0,355,40,957.66
13824.0,341,46,1698.94
13826.0,197,10,189.5
13827.0,316,93,412.05
13828.0,351,15,209.49
13831.0,357,74,2202.99
13832.0,354,3,52.199999999999996
13833.0,214,29,384.8
13835.0,348,55,834.57
13837.0,162,19,271.24
13838.0,368,174,691.73
13841.0,121,1,85.0
13842.0,315,206,3385.62
13844.0,362,20,361.62
13845.0,309,9,312.98
13846.0,349,55,865.0600000000001
13848.0,281,5,1255.0
13849.0,322,101,1537.95
13850.0,244,93,1595.48
13851.0,278,81,2651.46
13853.0,316,23,1090.14
13854.0,365,110,8109.5199999999995
13856.0,205,14,388.5
13858.0,316,11,216.17
13859.0,47,28,201.16
13860.0,372,76,1245.9
13862.0,355,139,2209.36
13863.0,126,20,305.78
13865.0,315,30,501.56
13866.0,299,7,145.67000000000002
13867.0,342,61,1015.29
13868.0,366,33,3192.54
13869.0,250,307,3104.95
13870.0,371,115,2770.94
13871.0,351,336,6403.25
13873.0,254,23,389.6
13874.0,15,18,540.45
13875.0,320,104,1786.79
13876.0,310,7,122.7
13877.0,287,3,117.24
13878.0,319,36,1281.53
13880.0,352,165,3219.77
13881.0,370,178,17159.52
13882.0,371,65,1191.13
13883.0,363,142,2674.48
13884.0,366,59,787.6
13885.0,184,28,506.8
13886.0,302,16,243.56
13887.0,169,19,349.55
13888.0,254,40,605.63
13889.0,281,15,416.90000000000003
13890.0,372,110,1883.8100000000002
13892.0,347,27,632.97
13893.0,76,21,821.1
13894.0,350,27,564.62
13895.0,345,118,2593.07
13897.0,323,17,311.16
13898.0,48,12,155.93
13899.0,357,19,388.52
13900.0,190,43,740.95
13901.0,301,149,2867.2
13904.0,336,26,332.64
13908.0,294,122,2369.55
13911.0,316,148,2580.91
13914.0,362,33,626.45
13917.0,324,18,272.04
13918.0,324,30,1212.8400000000001
13919.0,314,28,384.81
13922.0,22,7,172.25
13923.0,320,20,351.13
13924.0,372,117,1838.8500000000001
13925.0,281,41,678.25
13926.0,350,11,223.85000000000002
13927.0,299,21,348.99
13928.0,363,27,464.57
13929.0,204,9,842.65
13930.0,316,17,337.34
13931.0,278,58,1237.53
13932.0,79,16,307.4
13933.0,264,23,608.7900000000001
13934.0,110,31,922.1
13936.0,194,26,376.58
13937.0,204,9,158.85
13938.0,338,7,71.66
13939.0,350,45,568.55
13940.0,356,49,839.14
13941.0,352,45,5112.96
13946.0,294,11,561.5699999999999
13947.0,308,5,90.6
13948.0,13,3,102.0
13949.0,371,160,2427.32
13950.0,362,35,745.06
13951.0,197,39,674.45
13952.0,156,137,3251.071
13953.0,366,20,3515.68
13954.0,372,25,439.92
13955.0,219,33,322.96
13956.0,368,152,1026.42
13959.0,294,92,598.2
13960.0,352,12,230.22
13962.0,352,11,169.55
13963.0,65,35,664.54
13967.0,228,2,80.7
13969.0,366,626,9053.94
13971.0,355,149,2758.26
13972.0,303,15,190.25
13973.0,86,11,264.7
13974.0,324,28,413.59000000000003
13975.0,342,338,2526.28
13976.0,167,10,357.98
13978.0,359,15,196.79000000000002
13979.0,300,54,869.87
13980.0,313,11,200.14
13982.0,334,111,1871.81
13983.0,344,107,2603.43
13984.0,347,16,920.51
13985.0,369,351,7060.13
13986.0,356,13,320.46
13988.0,354,234,4147.96
13989.0,308,41,1266.08
13990.0,160,16,311.3
13991.0,361,84,855.97
13992.0,343,5,76.8
13993.0,331,121,3466.36
13994.0,370,155,2313.14
13995.0,358,86,1393.69
13999.0,363,208,3901.81
14000.0,162,15,635.66
14001.0,328,39,2043.0800000000002
14002.0,239,47,529.73
14004.0,330,171,4582.64
14005.0,364,84,2874.72
14006.0,258,30,962.19
14009.0,175,42,695.61
14012.0,96,11,328.8
14013.0,263,34,473.02
14014.0,296,39,505.18
14015.0,321,20,917.34
14016.0,212,161,4341.21
14019.0,327,66,1421.61
14020.0,357,39,642.8
14021.0,218,22,631.9
14022.0,148,28,440.0
14023.0,366,31,584.07
14024.0,252,16,327.7
14027.0,313,6,104.82
14029.0,310,15,467.66
14030.0,355,243,2360.09
14031.0,366,250,17286.86
14032.0,371,143,2975.59
14034.0,351,89,651.8199999999999
14035.0,345,66,1428.02
14036.0,89,38,626.65
14037.0,197,28,147.20000000000002
14038.0,295,92,1560.38
14039.0,340,6,152.2
14040.0,333,235,3614.92
14041.0,107,21,141.41
14044.0,347,209,652.82
14045.0,264,6,1659.75
14046.0,89,14,154.99
14047.0,365,32,1308.6100000000001
14048.0,68,85,409.93
14049.0,357,488,5681.72
14050.0,342,54,746.36
14051.0,373,210,15610.390000000001
14052.0,354,56,225.36
14053.0,249,4,260.25
14054.0,308,6,92.46
14055.0,267,10,725.6400000000001
14056.0,372,1106,8214.65
14057.0,350,284,6217.96
14059.0,107,8,183.6
14060.0,369,202,6140.42
14062.0,364,111,10464.85
14064.0,344,80,1353.74
14066.0,107,7,152.55
14067.0,310,52,374.7
14068.0,53,24,265.85
14071.0,370,324,1438.82
14073.0,341,13,151.04
14075.0,369,43,942.26
14076.0,244,46,122.47
14077.0,333,42,499.41999999999996
14078.0,272,65,1049.37
14079.0,249,12,375.1
14080.0,341,4,45.599999999999994
14081.0,71,153,934.52
14082.0,9,29,182.25
14083.0,369,181,1018.43
14085.0,371,450,4448.54
14087.0,371,69,194.42
14088.0,363,589,50491.81
14089.0,317,14,161.0
14090.0,49,1,76.32000000000001
14092.0,366,214,4076.91
14093.0,361,105,442.85
14096.0,369,5111,65164.79
14098.0,337,21,147.35
14099.0,357,250,3104.17
14100.0,236,26,194.9
14101.0,300,35,5976.79
14102.0,368,79,1360.28
14104.0,219,21,216.20999999999998
14105.0,134,74,1266.23
14107.0,322,123,2703.23
14108.0,343,34,597.91
14109.0,301,9,144.2
14110.0,370,156,5683.15
14111.0,359,10,692.85
14112.0,351,160,2915.15
14113.0,370,34,1840.42
14114.0,100,15,386.53
14116.0,354,72,1382.74
14117.0,230,3,90.0
14121.0,370,159,2780.15
14124.0,289,5,419.58000000000004
14125.0,363,167,2740.43
14126.0,366,15,706.1300000000001
14127.0,251,44,709.71
14128.0,313,46,637.5
14129.0,372,52,1123.8600000000001
14130.0,54,67,483.86
14132.0,371,200,3586.0299999999997
14133.0,244,28,605.64
14135.0,372,134,4690.31
14138.0,372,47,982.3800000000001
14139.0,327,26,415.82
14140.0,370,66,935.05
14141.0,371,40,915.13
14142.0,0,22,311.81
14143.0,240,7,115.8
14145.0,327,11,3742.2
14146.0,365,210,4191.0
14147.0,295,5,483.4
14148.0,140,3,157.2
14149.0,153,28,446.62
14150.0,338,26,658.64
14152.0,298,49,621.29
14154.0,134,52,1345.62
14155.0,107,6,118.75
14156.0,364,1400,117379.63
14157.0,354,48,432.88
14158.0,333,41,507.66
14159.0,354,1204,4693.01
14161.0,158,108,1110.52
14162.0,200,25,289.36
14163.0,286,52,2445.91
14164.0,303,29,1631.77
14165.0,98,25,122.53999999999999
14167.0,334,52,574.84
14171.0,275,58,363.79
14173.0,363,29,450.84
14174.0,340,26,134.46
14175.0,314,149,3222.3
14176.0,76,31,576.9000000000001
14177.0,287,42,559.41
14178.0,365,327,1620.93
14179.0,333,165,719.78
14180.0,363,240,4748.52
14184.0,307,24,452.89
14185.0,42,3,197.65
14188.0,343,65,2054.36
14189.0,371,265,4654.08
14191.0,372,259,4684.76
14193.0,306,42,853.39
14194.0,369,579,11349.52
14195.0,172,7,1012.0
14196.0,267,6,335.52
14198.0,355,39,701.4
14199.0,155,2,185.39999999999998
14201.0,313,37,747.44
14204.0,371,44,161.03
14205.0,357,24,466.7
14206.0,134,20,328.15999999999997
14208.0,279,10,151.74
14209.0,363,87,2073.43
14210.0,268,102,1905.8400000000001
14211.0,320,112,2241.1
14212.0,284,9,1070.48
14214.0,343,67,1004.38
14215.0,362,108,1789.72
14216.0,370,59,1839.3
14217.0,372,100,2004.98
14218.0,331,12,169.48000000000002
14219.0,369,7,89.94
14220.0,126,21,632.4
14221.0,331,193,3432.8
14222.0,196,41,683.17
14223.0,281,60,991.13
14224.0,263,118,1050.12
14226.0,345,67,2232.19
14227.0,347,175,3350.96
14229.0,322,40,1547.2
14231.0,190,50,925.71
14232.0,331,115,2048.07
14233.0,324,35,1462.72
14234.0,351,159,775.46
14235.0,298,79,3144.86
14236.0,293,15,490.86
14237.0,0,9,161.0
14238.0,47,8,146.85
14239.0,330,112,2380.85
14240.0,343,42,890.34
14241.0,190,10,213.70000000000002
14242.0,139,16,280.55
14243.0,365,141,2588.77
14245.0,154,108,1693.45
14246.0,263,75,1474.06
14247.0,95,20,136.76999999999998
14248.0,55,8,302.58
14250.0,366,111,1904.05
14251.0,372,78,2879.7000000000003
14256.0,113,53,969.0600000000001
14257.0,309,106,3099.7200000000003
14258.0,364,111,12669.98
14259.0,232,5,120.0
14261.0,323,52,1163.45
14262.0,365,143,2618.23
14264.0,219,17,333.97
14265.0,264,31,530.18
14267.0,211,55,1516.24
14270.0,42,29,492.65000000000003
14271.0,148,10,112.32
14272.0,300,33,437.96
14273.0,322,29,559.97
14276.0,275,64,1119.74
14277.0,358,225,4216.2
14280.0,177,8,134.04
14282.0,370,156,3729.34
14284.0,343,32,595.25
14285.0,352,27,1910.01
14286.0,350,280,4628.75
14287.0,365,9,176.63
14288.0,160,16,426.6
14289.0,365,47,911.26
14290.0,362,101,2314.65
14291.0,372,237,3883.25
14292.0,366,100,4871.93
14293.0,370,61,1046.56
14295.0,333,5,166.20000000000002
14297.0,356,62,1305.33
14298.0,365,1637,51527.3
14299.0,365,143,3965.62
14300.0,355,3,43.2
14301.0,256,13,640.14
14304.0,151,17,383.45
14305.0,302,105,1858.96
14306.0,322,33,2093.32
14307.0,285,180,2995.72
14309.0,365,117,2352.53
14311.0,131,20,310.26
14312.0,327,87,1611.59
14314.0,267,8,120.0
14315.0,329,101,2481.13
14317.0,309,24,508.58000000000004
14320.0,167,31,477.79
14321.0,363,123,1530.75
14323.0,259,36,605.0600000000001
14326.0,131,8,183.85
14327.0,210,12,311.65
14329.0,356,259,5014.84
14331.0,249,28,462.65999999999997
14332.0,351,26,866.31
14333.0,306,15,415.2
14334.0,357,162,2552.21
14335.0,357,63,468.26
14336.0,357,90,1614.91
14338.0,212,31,588.22
14339.0,131,14,309.52
14340.0,155,6,134.7
14341.0,328,129,2182.28
14342.0,352,21,668.5600000000001
14344.0,246,71,889.9300000000001
14345.0,335,6,108.97999999999999
14346.0,253,60,1021.58
14348.0,113,18,409.57
14349.0,363,31,133.5
14350.0,99,18,282.93
14351.0,209,1,51.0
14352.0,216,47,1078.96
14353.0,158,6,90.6
14354.0,368,9,163.62
14355.0,8,11,174.4
14356.0,294,33,701.23
14357.0,330,41,225.77
14359.0,354,55,912.18
14360.0,342,118,2128.23
14362.0,351,41,161.2
14364.0,265,69,3717.35
14367.0,365,524,9261.52
14368.0,54,8,155.0
14371.0,78,4,100.5
14373.0,15,4,76.55
14375.0,188,75,257.68
14377.0,182,11,617.05
14379.0,329,46,348.1
14381.0,321,56,202.68
14382.0,347,131,626.0699999999999
14383.0,335,59,1247.69
14385.0,364,14,202.11
14386.0,77,7,142.4
14387.0,341,140,1770.56
14388.0,363,186,3212.84
14389.0,308,45,1043.46
14390.0,363,286,4652.82
14393.0,155,5,67.95
14395.0,371,350,3507.71
14396.0,308,73,487.99
14397.0,371,87,2612.96
14400.0,224,25,574.7
14401.0,369,182,4051.48
14403.0,243,20,1475.81
14404.0,340,103,1474.32
14406.0,254,8,156.75
14407.0,266,73,2157.73
14408.0,363,107,2606.53
14409.0,302,54,2059.4500000000003
14410.0,281,194,1105.07
14411.0,63,14,1063.0
14412.0,331,43,770.03
14413.0,11,23,122.7
14414.0,282,97,1496.98
14415.0,372,590,5900.28
14416.0,351,14,490.22
14418.0,370,124,1937.25
14419.0,363,206,1058.06
14420.0,274,29,387.52
14421.0,316,27,813.11
14422.0,373,222,4263.64
14423.0,155,3,265.2
14424.0,356,1,322.08
14426.0,350,224,4481.67
14427.0,323,17,363.34000000000003
14428.0,366,144,1244.83
14431.0,71,17,470.36
14432.0,364,382,2255.51
14434.0,352,12,1372.8
14436.0,275,9,89.06
14437.0,8,5,63.0
14438.0,67,9,131.9
14439.0,54,32,2661.24
14440.0,365,55,2357.6800000000003
14441.0,373,51,1712.89
14442.0,169,63,1589.82
14443.0,320,93,1420.2
14446.0,373,293,1039.58
14447.0,355,70,1163.23
14448.0,364,20,375.35
14449.0,355,258,907.1
14450.0,193,40,483.25
14451.0,313,109,662.59
14452.0,363,62,264.44
14453.0,183,22,119.93
14456.0,368,970,3062.4
14457.0,63,4,113.64
14459.0,218,37,1837.92
14460.0,263,16,434.34
14461.0,225,180,2103.06
14462.0,307,240,2004.02
14463.0,275,6,529.62
14465.0,127,130,1058.6200000000001
14466.0,344,72,2272.4
14467.0,356,90,598.76
14470.0,362,43,461.19
14472.0,270,281,1936.84
14473.0,299,7,234.34000000000003
14474.0,327,29,547.66
14475.0,302,42,925.85
14476.0,116,19,215.7
14477.0,354,10,1309.6
14479.0,120,18,316.25
14480.0,362,13,279.05
14481.0,209,30,636.51
14482.0,355,144,2068.15
14483.0,92,9,137.1
14484.0,323,14,321.92
14485.0,335,47,165.75
14487.0,347,144,1196.33
14488.0,306,46,1064.28
14489.0,166,30,463.38
14491.0,198,17,340.93
14493.0,366,120,2383.2400000000002
14494.0,348,7,139.56
14495.0,323,6,123.8
14496.0,62,19,538.8100000000001
14497.0,64,29,475.37
14498.0,331,193,1957.32
14499.0,347,194,815.32
14500.0,285,7,356.85
14501.0,190,10,251.21
14502.0,354,624,2470.67
14503.0,370,164,3543.26
14504.0,326,107,673.26
14505.0,356,799,5905.64
14506.0,356,316,2012.17
14507.0,350,96,1383.18
14508.0,351,57,276.42
14511.0,362,68,1314.81
14512.0,186,23,275.28
14513.0,273,12,455.59000000000003
14514.0,312,73,1055.35
14515.0,356,101,2102.09
14517.0,340,18,330.45
14518.0,309,16,174.37
14520.0,372,4,270.6
14522.0,349,17,974.54
14523.0,265,12,241.09
14524.0,342,203,1867.68
14525.0,354,291,4332.2
14527.0,371,972,8508.82
14528.0,336,18,364.21999999999997
14529.0,313,229,620.04
14530.0,348,216,2925.91
14532.0,137,64,932.85
14533.0,349,62,1949.72
14534.0,371,519,4447.05
14535.0,313,330,2864.19
14536.0,114,19,171.8
14537.0,316,10,355.56
14538.0,309,19,388.25
14539.0,358,32,537.48
14540.0,364,76,996.26
14541.0,315,111,1461.65
14542.0,188,5,103.25
14543.0,345,72,3630.33
14544.0,349,114,2024.45
14546.0,368,399,2578.09
14547.0,370,366,4007.54
14548.0,223,4,652.8
14549.0,62,56,289.24
14550.0,363,48,765.62
14551.0,355,10,186.23
14552.0,222,58,165.07
14553.0,354,113,859.27
14554.0,363,216,2381.04
14555.0,316,21,324.14
14557.0,288,16,788.38
14560.0,366,74,2237.77
14561.0,298,69,1080.76
14562.0,370,423,5074.77
14565.0,278,127,3099.12
14566.0,263,4,1432.0
14567.0,317,33,1530.3600000000001
14569.0,372,12,227.39
14570.0,93,29,218.06
14572.0,370,270,2832.84
14573.0,194,235,1653.42
14576.0,1,1,35.400000000000006
14577.0,361,123,859.71
14578.0,370,24,168.63
14581.0,357,17,138.6
14582.0,333,6,114.11
14583.0,368,330,1052.55
14584.0,204,100,1042.26
14585.0,323,29,157.05
14586.0,97,19,237.36
14587.0,355,383,1601.14
14589.0,2,3,39.75
14591.0,358,197,1447.14
14592.0,338,164,570.46
14593.0,352,152,617.99
14594.0,366,53,379.83
14595.0,354,102,1740.6
14597.0,362,55,883.15
14598.0,329,50,221.97
14600.0,68,25,393.33000000000004
14601.0,363,7,213.96
14603.0,99,2,660.0
14606.0,372,2700,12156.65
14607.0,358,86,16569.5
14608.0,369,20,1785.15
14609.0,301,4,601.56
14616.0,131,3,406.08000000000004
14618.0,364,16,553.44
14619.0,128,20,394.44
14620.0,168,26,412.78000000000003
14621.0,372,92,1788.3600000000001
14622.0,189,21,320.58000000000004
14623.0,341,134,889.25
14624.0,316,13,225.85
14625.0,177,53,899.63
14626.0,350,122,2791.27
14628.0,282,24,671.96
14629.0,369,152,959.01
14631.0,323,41,1006.98
14632.0,111,8,114.56
14633.0,107,20,344.90000000000003
14636.0,337,28,609.85
14638.0,323,16,443.6
14639.0,321,172,2984.49
14640.0,349,106,2125.08
14641.0,352,7,110.46
14642.0,315,2,96.12
14643.0,203,31,693.8100000000001
14644.0,306,26,830.76
14645.0,217,30,597.09
14646.0,372,2080,280206.02
14647.0,172,30,243.22
14649.0,369,199,1417.29
14651.0,306,102,654.6
14652.0,296,29,114.18
14653.0,372,237,1947.55
14655.0,365,49,1932.23
14656.0,204,80,291.05
14657.0,356,126,848.22
14658.0,368,29,247.15
14659.0,365,253,2529.93
14660.0,287,30,285.74
14661.0,347,4,107.95
14662.0,345,168,771.17
14664.0,354,99,637.89
14665.0,313,90,1835.7
14666.0,349,14,195.25
14667.0,363,573,9241.2
14669.0,132,170,1269.99
14670.0,93,132,411.53
14672.0,139,61,765.55
14673.0,370,74,1736.4
14675.0,357,102,604.75
14676.0,342,42,2548.2400000000002
14680.0,348,258,28754.11
14681.0,302,7,498.95
14682.0,186,2,52.0
14684.0,348,421,1236.28
14687.0,267,15,628.38
14688.0,366,327,5630.87
14689.0,165,13,112.8
14690.0,329,50,371.7
14691.0,343,71,2114.33
14692.0,236,68,591.55
14693.0,109,8,172.9
14696.0,369,130,2078.95
14697.0,155,22,188.60999999999999
14698.0,372,210,1250.76
14699.0,159,8,109.13000000000001
14700.0,341,115,2235.3
14701.0,363,335,2549.37
14702.0,372,347,3292.14
14703.0,359,22,318.17
14704.0,362,415,1546.91
14705.0,175,1,179.0
14708.0,371,28,1126.37
14709.0,358,196,4921.04
14710.0,359,139,606.13
14711.0,363,357,2868.8
14712.0,344,25,917.07
14713.0,364,339,2666.36
14714.0,349,10,160.19
14715.0,349,71,867.38
14716.0,330,55,329.68
14719.0,372,237,1602.13
14720.0,368,37,663.81
14722.0,226,29,187.92000000000002
14723.0,363,278,1158.3
14725.0,349,52,718.08
14727.0,99,10,268.58
14729.0,0,71,313.49
14730.0,372,501,2005.06
14731.0,326,45,380.02
14732.0,365,147,2702.4900000000002
14733.0,357,202,9585.91
14735.0,370,194,6065.69
14737.0,370,17,1164.55
14738.0,331,54,1314.45
14739.0,369,60,3902.28
14740.0,176,89,1448.21
14741.0,362,59,1400.34
14744.0,357,26,1099.98
14745.0,261,69,1220.26
14747.0,124,18,328.2
14748.0,344,89,1415.75
14752.0,330,5,389.64
14753.0,286,30,563.15
14754.0,329,41,638.05
14755.0,364,235,5010.28
14756.0,358,38,738.96
14757.0,298,19,420.5
14758.0,229,71,1484.06
14759.0,369,102,1625.97
14760.0,76,5,89.2
14761.0,315,11,255.9
14762.0,110,21,300.52
14764.0,327,6,278.3
14765.0,344,39,254.11
14766.0,365,135,2473.37
14768.0,356,5,192.60000000000002
14769.0,371,1090,10674.75
14770.0,141,52,876.42
14772.0,261,9,139.26
14775.0,315,60,1011.9
14776.0,322,117,2538.3
14778.0,246,35,730.86
14779.0,93,41,386.15
14780.0,319,27,447.68
14782.0,54,6,200.10000000000002
14784.0,347,15,289.99
14785.0,363,3,77.4
14788.0,366,30,679.4399999999999
14789.0,345,6,197.64
14790.0,357,46,745.06
14792.0,310,2,6.2
14793.0,352,14,228.99
14794.0,371,80,1319.91
14795.0,207,6,131.45000000000002
14796.0,372,1141,8022.49
14798.0,321,12,173.74
14799.0,322,13,157.7
14800.0,326,385,4339.74
14801.0,312,59,193.14
14803.0,211,44,845.55
14804.0,365,12,353.27
14805.0,358,47,554.65
14806.0,298,11,193.39000000000001
14808.0,334,235,2741.17
14810.0,333,255,2087.88
14813.0,4,30,155.43
14815.0,337,53,778.5
14816.0,176,4,271.85
14817.0,173,63,1110.34
14818.0,300,48,657.8
14819.0,309,13,272.07
14820.0,352,29,507.29
14821.0,7,2,48.800000000000004
14823.0,193,70,321.43
14824.0,363,29,1127.71
14825.0,370,121,2226.91
14828.0,177,17,2139.76
14829.0,344,42,697.55
14830.0,320,40,197.13
14834.0,356,67,1720.3
14836.0,363,6,102.44999999999999
14837.0,284,108,1649.5
14840.0,106,4,62.85
14841.0,320,138,3295.76
14842.0,330,145,2824.69
14844.0,310,130,3189.81
14847.0,225,13,309.4
14849.0,352,388,7930.54
14850.0,62,21,325.75
14851.0,350,28,511.35
14852.0,315,143,2836.69
14853.0,349,9,475.8
14854.0,295,127,2759.83
14855.0,254,20,645.65
14856.0,337,66,1311.3799999999999
14857.0,314,60,1173.12
14859.0,361,58,1353.74
14860.0,354,11,170.32
14861.0,321,6,125.79
14862.0,348,48,841.1999999999999
14863.0,344,11,266.76
14865.0,366,4,52.2
14866.0,363,99,14389.9
14867.0,188,36,710.28
14868.0,370,144,2953.59
14869.0,365,71,725.7
14870.0,112,13,327.25
14871.0,370,98,522.38
14873.0,163,28,519.68
14875.0,266,47,1465.3200000000002
14878.0,361,124,1485.54
14880.0,296,47,706.19
14881.0,354,17,255.4
14882.0,347,11,589.7
14883.0,355,53,761.59
14885.0,242,15,765.3199999999999
14886.0,121,18,364.8
14887.0,294,6,1862.0
14888.0,166,20,369.2
14889.0,37,10,135.9
14890.0,120,7,125.65
14891.0,225,33,554.38
14893.0,364,73,1237.8500000000001
14894.0,288,23,655.75
14895.0,366,498,11138.710000000001
14896.0,169,43,468.77000000000004
14897.0,366,55,1366.38
14898.0,350,116,1303.52
14901.0,362,96,1421.29
14902.0,348,20,332.66
14903.0,352,355,2810.63
14904.0,371,69,1025.44
14905.0,216,17,616.15
14907.0,370,165,3501.1
14908.0,299,9,277.8
14910.0,371,30,434.35
14911.0,372,5677,143825.06
14912.0,357,27,867.85
14913.0,338,87,1227.43
14915.0,282,12,307.48
14916.0,303,77,1268.98
14918.0,258,45,1610.15
14920.0,161,57,977.77
14921.0,343,78,1316.07
14923.0,323,44,749.1
14924.0,128,10,310.05
14929.0,341,11,223.88
14930.0,265,128,2372.86
14931.0,369,41,1257.68
14932.0,8,17,363.53
14934.0,292,87,1890.94
14935.0,76,10,1784.71
14936.0,340,364,8137.02
14937.0,317,34,1621.88
14944.0,344,170,5900.25
14946.0,359,3,100.9
14947.0,301,14,290.82
14948.0,350,63,1101.97
14950.0,354,19,371.2
14951.0,294,20,311.69
14952.0,314,138,8099.49
14953.0,348,55,289.82
14954.0,361,85,336.17
14957.0,120,12,58.49
14958.0,226,42,499.68
14959.0,309,59,695.42
14960.0,365,27,221.27
14961.0,363,312,7044.68
14962.0,103,5,126.7
14963.0,364,198,1487.8
14964.0,126,13,206.21
14965.0,277,83,599.0
14966.0,359,38,191.32
14967.0,324,6,463.8
14968.0,343,37,147.59
14970.0,305,34,1592.06
14971.0,338,160,1116.57
14972.0,245,18,114.77
14973.0,266,32,1314.45
14974.0,336,21,114.39
14975.0,316,11,279.94
14976.0,316,72,790.86
14978.0,301,216,1931.42
14981.0,127,8,102.12
14984.0,354,41,213.27
14985.0,175,87,296.75
14987.0,358,4,326.4
14988.0,162,40,334.54
14995.0,335,61,233.23000000000002
14997.0,327,26,546.1999999999999
14998.0,203,75,429.87
15000.0,326,77,490.52
15002.0,258,115,1641.76
15004.0,226,158,1246.32
15005.0,358,1119,6316.57
15006.0,322,144,502.09
15007.0,214,12,156.91
15009.0,361,182,1261.78
15010.0,338,20,308.94
15012.0,320,128,423.04
15014.0,330,35,260.17
15016.0,201,20,170.04
15017.0,340,20,125.58
15018.0,335,31,496.21000000000004
15019.0,107,70,266.0
15021.0,365,472,1914.82
15022.0,362,135,905.04
15023.0,370,562,6802.76
15024.0,364,155,1661.33
15025.0,340,72,377.01
15026.0,293,61,469.0
15027.0,343,35,1066.1499999999999
15028.0,365,48,627.13
15030.0,302,7,518.28
15031.0,369,111,668.14
15032.0,117,52,4959.1
15033.0,369,510,2586.67
15034.0,358,394,4308.61
15035.0,284,27,252.73000000000002
15036.0,301,127,465.55
15038.0,315,130,705.49
15039.0,364,1502,19914.44
15041.0,203,67,180.35
15042.0,174,5,135.93
15043.0,342,3,537.0
15044.0,354,453,7700.2300000000005
15045.0,222,12,735.66
15046.0,364,206,5213.7699999999995
15047.0,104,22,343.62
15048.0,308,97,384.05
15049.0,100,3,121.17000000000002
15050.0,348,78,1782.09
15051.0,350,143,1391.61
15052.0,54,30,215.78
15053.0,369,71,697.79
15054.0,361,114,302.1
15057.0,98,25,1489.5
15058.0,348,276,2124.9900000000002
15059.0,333,237,1337.72
15060.0,365,121,303.09
15061.0,370,403,54534.14
15062.0,302,57,987.86
15063.0,160,5,370.79999999999995
15065.0,336,155,3158.13
15066.0,320,42,893.59
15067.0,295,82,1744.76
15068.0,327,104,553.36
15069.0,194,70,1109.53
15070.0,1,1,106.2
15071.0,280,26,982.07
15073.0,364,54,1043.41
15074.0,268,42,748.87
15075.0,296,27,773.03
15076.0,201,49,880.85
15078.0,366,440,9743.11
15079.0,161,47,895.61
15081.0,351,33,504.8
15083.0,117,5,88.2
15087.0,92,15,306.94
15088.0,352,57,1160.07
15089.0,363,145,2420.84
15090.0,65,23,381.32
15091.0,306,30,480.71
15092.0,158,26,457.81
15093.0,355,108,4597.02
15095.0,270,47,1370.6
15096.0,331,11,219.39000000000001
15097.0,369,25,248.08
15098.0,191,3,39916.5
